ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,TotalCampaignsAccepted,Complain
185,1996,28,Graduation,Married,47100.0,1,1,2022-04-13,97,696,541,208,36,28,2575,4084,1,3,2,10,5,0,0,1,0,0,0,1,0
186,1994,30,PhD,Divorced,66800.0,2,0,2021-01-24,79,384,6,175,31,25,60,681,4,3,3,3,7,0,0,1,1,0,0,2,0
187,1967,57,Master,Married,,0,0,2020-07-12,53,751,10,36,134,60,71,1062,0,2,2,5,3,0,0,0,1,0,0,1,0
188,1967,57,PhD,Divorced,134000.0,0,0,2020-07-17,34,486,437,128,29,14,287,1381,4,6,3,3,4,0,0,0,0,0,0,0,0
189,1979,45,PhD,Married,33900.0,1,1,2022-06-01,51,1832,641,59,24,11,9,2576,2,3,2,5,2,0,0,0,0,0,0,0,0
190,1987,37,Graduation,Divorced,137400.0,1,0,2021-12-26,32,211,248,565,26,20,158,1228,1,4,5,6,5,0,0,0,0,0,0,0,0
191,1950,74,Graduation,Together,50900.0,1,0,2022-05-17,84,426,56,143,22,59,76,782,3,4,4,9,1,0,0,0,0,0,1,0,0
192,1949,75,2n Cycle,Single,25800.0,1,0,2022-04-21,83,842,13,25,14,34,20,948,4,6,3,9,3,0,0,1,0,0,0,1,0
193,1962,62,2n Cycle,Widow,96400.0,2,1,2022-08-14,71,1668,11,110,42,149,37,2017,1,8,6,5,2,0,0,0,0,0,0,0,0
194,1975,49,PhD,Married,53100.0,0,1,2020-04-20,50,777,48,710,302,134,16,1987,0,5,2,7,6,0,0,0,0,0,0,0,0
195,1974,50,Graduation,Divorced,75200.0,1,1,2020-07-20,25,168,16,120,37,8,180,529,2,7,2,6,3,0,0,1,1,0,0,2,0
196,1980,44,Graduation,Together,90000.0,2,0,2020-05-04,96,136,179,121,181,11,25,653,4,5,6,7,3,0,0,0,0,0,0,0,0
197,1955,69,Master,Together,58800.0,1,1,2022-04-04,61,306,7,165,133,33,80,724,2,5,3,10,7,0,0,0,0,1,0,1,0
198,1943,81,2n Cycle,Married,37600.0,0,1,2021-11-25,60,485,36,236,39,6,11,813,3,4,3,7,9,0,0,0,0,0,0,0,0
199,1978,46,Master,Together,79900.0,0,1,2020-08-11,25,938,93,182,138,9,245,1605,3,6,2,5,2,0,0,0,0,0,0,0,0
200,1959,65,Master,Married,50000.0,0,1,2021-05-24,36,135,101,594,55,14,41,940,2,6,8,4,4,0,0,0,0,0,0,0,0
201,1946,78,PhD,Together,69500.0,0,1,2021-01-27,29,662,82,176,14,8,169,1111,1,3,3,2,5,0,0,0,0,1,0,1,0
202,1970,54,Graduation,Together,17800.0,1,0,2021-01-24,94,26,41,380,36,8,35,526,3,2,3,8,7,0,0,0,0,0,0,0,0
203,1977,47,Graduation,Single,62000.0,0,1,2022-07-07,96,192,36,243,55,73,29,628,3,2,3,7,5,0,0,0,0,0,0,0,0
204,1967,57,2n Cycle,Single,36800.0,0,1,2020-10-14,10,816,87,52,370,17,13,1355,1,3,1,10,5,0,0,0,0,1,0,1,0
205,1963,61,PhD,Together,110600.0,1,0,2022-05-14,52,191,50,1482,24,199,172,2118,5,6,4,6,4,0,0,0,0,0,0,0,0
206,1967,57,Graduation,Married,67400.0,0,0,2021-01-10,40,153,48,703,75,18,37,1034,1,4,4,4,3,0,0,0,0,0,0,0,0
207,1964,60,Graduation,Married,56100.0,0,2,2021-07-24,4,222,31,112,14,60,70,509,2,4,1,9,8,0,0,1,0,0,0,1,0
208,1954,70,PhD,Married,63200.0,0,0,2022-08-05,65,429,21,178,282,19,27,956,5,3,4,5,6,0,0,1,1,0,0,2,0
209,1961,63,Graduation,Married,31000.0,1,1,2021-05-26,12,113,7,362,184,22,47,735,2,5,7,4,10,0,0,0,0,0,0,0,0
210,1974,50,Graduation,Married,109000.0,0,0,2020-06-03,62,401,15,266,21,26,72,801,1,5,0,5,8,0,0,0,0,0,0,0,0
211,1972,52,PhD,Married,130100.0,1,0,2022-06-26,81,319,27,261,372,67,24,1070,3,3,3,6,4,0,0,0,0,0,1,0,0
212,1970,54,PhD,Widow,60400.0,0,0,2020-07-19,89,1145,27,337,157,74,27,1767,2,6,5,4,4,0,0,0,0,0,0,0,0
213,1958,66,PhD,Together,107300.0,1,0,2020-04-13,24,284,16,313,204,403,306,1526,4,7,0,6,6,0,0,0,0,0,0,0,0
214,1967,57,Graduation,Married,38100.0,0,0,2020-01-31,43,346,9,274,289,30,21,969,4,7,4,8,7,0,0,0,0,1,0,1,0
215,1945,79,PhD,Together,34100.0,0,0,2020-07-10,13,393,18,201,163,57,134,966,5,8,7,6,5,1,0,0,0,0,0,1,0
216,1970,54,Graduation,Married,51000.0,0,1,2021-04-29,68,237,88,384,29,11,72,821,4,3,3,7,4,0,0,0,1,0,0,1,0
217,1984,40,Graduation,Together,61600.0,0,2,2020-12-06,58,768,6,246,268,71,89,1448,4,5,1,4,8,0,0,0,0,0,0,0,0
218,1952,72,Master,Together,41400.0,0,0,2022-04-12,55,929,11,240,16,31,99,1326,5,3,1,7,9,0,0,0,0,0,1,0,0
219,1962,62,PhD,Together,64700.0,0,0,2022-09-21,51,238,37,902,21,6,54,1258,2,3,4,8,7,0,0,0,0,0,0,0,0
220,1972,52,Master,Together,57900.0,0,0,2022-09-12,65,473,143,310,27,13,30,996,1,6,1,7,10,0,0,0,0,0,0,0,0
221,1982,42,PhD,Alone,31000.0,1,0,2021-03-13,67,134,433,261,60,4,21,913,2,6,4,6,6,0,0,0,0,0,0,0,0
222,1964,60,PhD,Divorced,64200.0,0,0,2022-04-01,11,626,22,90,18,16,38,810,5,6,0,3,4,0,0,0,0,0,0,0,0
223,1961,63,Graduation,Together,75700.0,0,0,2020-04-30,74,465,22,100,16,47,208,858,4,3,2,9,3,0,0,0,0,0,0,0,0
224,1947,77,Graduation,Together,54300.0,1,0,2020-12-03,67,253,26,684,17,23,16,1019,0,5,3,6,9,0,0,0,0,0,0,0,0
225,1970,54,Graduation,Together,87000.0,2,0,2022-02-15,42,522,42,377,33,68,42,1084,3,2,3,8,4,0,0,0,0,0,0,0,0
226,1991,33,Graduation,Married,27900.0,0,0,2020-01-05,72,606,26,513,43,3,10,1201,0,2,2,6,4,0,0,0,0,0,0,0,0
227,1972,52,Basic,Together,62600.0,0,1,2022-03-10,73,1238,35,243,21,99,30,1666,2,7,2,7,2,0,0,0,0,0,0,0,0
228,1968,56,Graduation,Married,28500.0,2,0,2021-06-27,90,493,6,281,10,39,41,870,3,1,0,2,10,0,0,0,0,0,0,0,0
229,1972,52,2n Cycle,Together,29300.0,0,1,2022-07-20,5,832,5,152,64,7,238,1298,3,4,1,4,4,0,0,0,0,0,0,0,0
230,1968,56,PhD,Together,36900.0,2,1,2021-08-07,14,2509,68,178,390,29,272,3446,1,1,2,13,6,0,0,0,0,0,0,0,0
231,1960,64,Master,Married,31800.0,0,2,2022-05-16,41,122,22,115,25,468,9,761,2,3,2,6,4,0,0,0,0,0,0,0,0
232,1978,46,PhD,Divorced,38400.0,1,2,2022-09-23,30,1138,80,845,122,184,12,2381,1,9,5,7,10,0,0,0,1,0,0,1,0
233,1971,53,PhD,Divorced,45100.0,0,0,2020-11-13,85,155,38,92,42,242,42,611,3,4,1,4,5,0,0,0,0,0,0,0,0
234,1969,55,Graduation,Single,74700.0,1,0,2021-01-23,52,210,10,280,93,27,120,740,0,3,2,4,2,0,0,0,0,0,0,0,0
235,1958,66,Graduation,Together,42900.0,0,0,2021-08-30,5,337,199,158,111,122,12,939,1,6,4,6,2,0,0,0,0,0,0,0,0
236,1983,41,Master,Divorced,23400.0,1,1,2021-03-21,32,165,28,532,39,150,30,944,1,3,1,3,7,0,0,0,0,0,0,0,0
237,1976,48,Graduation,Married,86400.0,0,1,2020-04-29,28,208,17,265,20,14,164,688,2,4,5,2,6,0,0,0,1,0,1,1,0
238,1962,62,Graduation,Single,33500.0,0,1,2020-05-04,20,312,15,305,11,147,180,970,4,2,5,8,4,0,0,0,0,0,0,0,0
239,1980,44,PhD,Married,48600.0,1,0,2021-10-04,53,254,9,237,170,111,37,818,5,7,3,1,7,0,0,0,0,0,0,0,0
240,1963,61,Graduation,Single,62000.0,0,1,2020-04-27,55,204,45,82,91,16,12,450,4,5,4,2,5,0,0,0,0,0,0,0,0
241,1960,64,2n Cycle,Married,55000.0,1,0,2020-04-12,93,156,27,350,138,35,162,868,2,3,4,8,4,1,0,0,0,0,0,1,0
242,1960,64,2n Cycle,Divorced,84600.0,0,0,2022-09-03,20,1544,366,193,99,165,26,2393,2,3,4,4,7,0,0,0,0,0,0,0,0
243,1949,75,2n Cycle,Divorced,62900.0,1,1,2022-10-26,99,139,56,99,156,30,92,572,3,7,2,8,4,0,0,0,0,0,0,0,0
244,1974,50,Graduation,Married,33100.0,0,0,2022-12-23,54,280,334,45,53,87,19,818,3,4,3,11,4,0,0,0,0,0,0,0,0
245,1948,76,Graduation,Together,142300.0,2,2,2020-11-18,57,1186,20,141,22,27,70,1466,1,2,6,3,5,0,0,0,0,0,0,0,0
246,1955,69,2n Cycle,Widow,54900.0,2,0,2020-04-26,63,792,21,445,59,11,71,1399,1,6,5,3,5,0,0,0,0,0,0,0,0
247,1946,78,Graduation,Together,46600.0,0,1,2022-11-06,85,435,86,1405,386,9,211,2532,3,3,4,4,6,0,0,0,0,0,1,0,0
248,1968,56,Basic,Divorced,79400.0,1,0,2020-06-13,45,229,62,234,68,25,19,637,3,5,2,7,11,0,1,1,0,1,0,3,0
249,1967,57,Basic,Together,56400.0,1,1,2021-01-15,83,350,30,78,14,52,23,547,4,3,5,9,7,0,0,0,0,0,0,0,0
250,1965,59,Master,Married,60600.0,0,1,2020-05-20,21,144,11,306,103,8,313,885,3,3,2,7,3,1,0,0,0,0,0,1,1
251,1957,67,Graduation,Married,165400.0,1,1,2020-05-19,59,390,16,700,640,345,82,2173,0,4,4,6,3,0,0,0,0,0,0,0,0
252,1956,68,Graduation,Married,43800.0,0,0,2021-04-26,10,257,23,1695,22,112,21,2130,3,3,6,5,9,0,0,0,0,0,0,0,0
253,1974,50,Master,Single,42900.0,1,2,2022-04-06,46,280,24,781,61,56,110,1312,0,1,4,8,2,0,0,0,0,0,0,0,0
254,1962,62,Graduation,Together,52900.0,0,0,2020-09-02,30,175,35,244,74,82,20,630,3,2,4,5,5,0,0,0,0,0,0,0,0
255,1972,52,Graduation,Together,83600.0,0,0,2021-05-19,76,127,11,377,58,19,67,659,1,0,3,10,6,0,0,0,0,0,0,0,0
256,1959,65,PhD,Together,24300.0,0,0,2020-03-22,17,1225,10,79,106,5,22,1447,3,2,2,3,9,0,0,1,0,0,1,1,0
257,1970,54,2n Cycle,Together,19500.0,1,1,2020-06-16,21,958,44,441,23,47,197,1710,2,4,2,1,8,0,0,0,0,0,1,0,0
258,1983,41,PhD,Divorced,37700.0,1,0,2022-05-08,55,829,58,529,87,108,20,1631,2,2,5,5,4,0,0,0,1,0,0,1,0
259,1975,49,PhD,Widow,22800.0,2,1,2022-12-06,16,477,35,16,171,16,4,719,2,3,2,6,1,0,0,1,0,0,0,1,0
260,1964,60,Graduation,Together,40800.0,0,1,2021-10-09,37,402,19,217,31,11,31,711,0,3,0,7,2,0,0,0,0,0,0,0,0
261,1971,53,PhD,Single,63700.0,0,0,2021-06-18,24,201,11,1030,113,19,28,1402,1,8,5,7,5,0,0,0,0,0,0,0,0
262,1966,58,Basic,Single,32600.0,1,2,2021-02-22,31,185,92,89,26,53,36,481,1,4,4,10,5,0,0,0,0,0,0,0,0
263,1969,55,Graduation,Together,25200.0,0,0,2021-10-05,14,1529,68,23,8,61,88,1777,0,4,0,9,11,0,0,0,0,0,0,0,0
264,1965,59,PhD,Divorced,51700.0,0,1,2021-05-03,12,1988,16,187,12,288,17,2508,2,6,3,7,5,0,0,0,0,0,0,0,0
265,1967,57,Master,Married,75700.0,0,0,2021-06-27,57,320,83,647,76,55,28,1209,1,5,3,9,3,0,0,0,1,0,1,1,0
266,1971,53,Master,Married,22200.0,0,0,2022-03-21,89,320,25,278,5,10,46,684,5,3,0,10,6,0,0,0,0,0,0,0,0
267,1958,66,PhD,Single,74100.0,0,0,2020-09-25,49,752,17,211,50,25,30,1085,2,2,1,4,6,0,1,0,0,0,0,1,0
268,1957,67,PhD,Together,74000.0,1,0,2021-09-06,10,408,93,93,22,13,58,687,3,4,7,5,2,0,0,0,0,0,0,0,0
269,1953,71,Graduation,Single,,0,0,2022-07-25,12,411,33,68,7,118,90,727,3,2,4,2,2,0,0,0,0,0,0,0,0
270,1951,73,Graduation,Divorced,89800.0,1,0,2021-10-09,96,372,22,255,100,14,57,820,2,2,6,5,4,0,0,0,1,0,0,1,0
271,1955,69,Master,Married,143900.0,0,0,2020-05-28,49,253,17,235,23,26,186,740,1,5,3,3,8,0,0,0,0,0,0,0,0
272,1970,54,Master,Divorced,42200.0,0,0,2020-01-20,37,238,9,484,748,54,19,1552,3,7,4,5,3,0,0,0,0,1,0,1,0
273,1959,65,Master,Together,52700.0,1,0,2022-07-27,0,310,82,309,317,219,29,1266,1,4,2,4,5,0,0,0,0,1,0,1,0
274,1974,50,2n Cycle,Together,41000.0,0,1,2020-07-23,38,53,50,87,38,1109,269,1606,2,6,1,6,6,0,0,0,0,0,0,0,0
275,1969,55,PhD,Together,50100.0,0,1,2020-05-30,26,380,9,251,8,9,25,682,1,1,2,2,7,0,0,0,0,0,0,0,0
276,1947,77,PhD,Divorced,104400.0,1,1,2021-03-12,35,4027,14,242,67,71,847,5268,4,5,1,6,5,0,0,0,0,1,0,1,0
277,1976,48,Master,Married,26200.0,0,1,2022-11-02,31,209,402,33,404,28,143,1219,3,5,3,4,6,0,0,0,0,0,0,0,0
278,1977,47,PhD,Together,33100.0,1,1,2021-06-27,40,342,50,115,150,22,20,699,3,7,2,5,7,0,0,0,0,1,0,1,0
279,1958,66,PhD,Single,96900.0,0,1,2020-09-28,14,215,133,231,171,27,102,879,3,2,4,8,3,0,0,0,0,0,0,0,0
280,1973,51,Master,Single,81600.0,1,0,2021-12-15,30,169,188,188,285,12,74,916,4,3,0,7,1,0,0,1,0,0,0,1,0
281,1959,65,2n Cycle,Single,42000.0,0,1,2020-05-20,5,252,11,263,12,239,13,790,1,2,3,11,4,0,0,0,0,0,0,0,0
282,1970,54,Graduation,Married,75400.0,0,0,2021-05-15,88,681,257,222,161,8,291,1620,3,7,3,6,5,0,0,0,0,0,1,0,0
283,1955,69,Graduation,Married,58900.0,2,1,2022-01-26,51,289,11,281,468,27,126,1202,1,3,2,6,4,0,0,0,1,1,0,2,0
284,1949,75,Graduation,Married,102800.0,1,1,2021-08-06,81,303,76,259,29,198,273,1138,2,3,6,7,8,0,0,0,0,0,0,0,0
285,1964,60,PhD,Single,51800.0,0,0,2020-11-19,21,572,26,188,28,40,161,1015,0,8,1,6,3,0,0,0,0,1,0,1,0
286,1967,57,Graduation,Married,81800.0,0,1,2022-06-16,30,458,73,245,288,18,78,1160,2,3,4,11,5,0,0,0,0,0,0,0,0
287,1964,60,Graduation,Married,177800.0,0,0,2021-09-11,99,595,35,207,249,28,187,1301,5,5,1,7,10,0,0,1,0,0,0,1,0
288,1955,69,PhD,Divorced,66600.0,1,0,2022-12-19,72,1191,58,135,19,90,18,1511,1,2,2,3,10,0,0,0,0,0,0,0,0
289,1964,60,Graduation,Married,51200.0,1,0,2020-01-17,45,1029,157,213,12,22,482,1915,5,3,1,7,4,0,0,0,0,0,0,0,0
290,1971,53,PhD,Absurd,70700.0,1,1,2021-09-05,66,1647,117,51,40,32,117,2004,4,1,2,4,8,0,0,0,0,0,0,0,0
291,1968,56,Graduation,Single,42000.0,0,1,2020-07-31,96,116,27,126,10,64,9,352,1,3,3,7,7,0,0,0,0,0,0,0,0
292,1971,53,Graduation,Single,157300.0,1,1,2020-10-02,90,942,21,158,31,105,30,1287,1,2,3,5,2,0,0,0,0,0,1,0,0
293,1961,63,Master,Married,54500.0,0,0,2021-06-25,42,1913,22,88,21,17,69,2130,4,7,2,3,8,0,0,0,0,0,0,0,0
294,1981,43,Graduation,Married,43900.0,0,0,2020-08-24,0,88,50,135,164,8,21,466,1,5,4,5,5,0,0,1,0,0,0,1,0
295,1956,68,Graduation,Single,33500.0,0,1,2020-08-07,43,325,63,48,230,10,86,762,2,3,2,8,5,0,0,0,0,0,1,0,0
296,1974,50,PhD,Single,84700.0,2,0,2020-11-14,56,249,111,159,170,170,25,884,2,4,3,5,9,0,0,0,0,0,0,0,0
297,1982,42,Master,Single,75800.0,1,1,2021-07-11,8,368,16,260,21,36,20,721,0,5,1,6,6,0,0,0,0,0,0,0,0
298,1974,50,Graduation,Married,39400.0,1,0,2021-07-31,4,1110,11,607,37,8,28,1801,4,5,5,3,5,0,0,0,1,0,0,1,0
299,1966,58,PhD,Single,66000.0,1,0,2021-03-07,78,127,12,2371,28,13,2232,4783,2,4,3,2,2,0,1,0,1,0,1,2,0
300,1963,61,Graduation,Single,24200.0,1,0,2021-12-03,8,416,22,28,51,124,14,655,3,1,4,2,6,0,0,0,1,0,0,1,0
301,1980,44,Graduation,Single,54700.0,0,1,2021-02-20,44,213,39,81,104,35,206,678,1,5,0,2,6,0,0,0,0,1,1,1,0
302,1953,71,PhD,Single,62200.0,0,0,2021-06-24,91,1171,47,146,27,8,26,1425,3,2,2,7,7,0,0,0,0,0,1,0,0
303,1958,66,PhD,Single,113500.0,2,0,2022-11-01,76,596,14,258,23,16,56,963,0,7,2,6,4,0,0,0,0,0,0,0,0
304,1964,60,PhD,Together,34500.0,1,0,2022-09-27,23,284,10,274,289,123,55,1035,0,4,3,10,6,0,0,0,1,0,0,1,0
305,1982,42,Master,Married,27100.0,0,0,2021-05-29,73,158,12,91,152,15,44,472,2,2,7,6,4,0,0,0,0,0,0,0,0
306,1973,51,Basic,Together,32500.0,0,0,2020-04-14,41,5701,258,22,61,413,51,6506,1,7,3,4,7,0,0,0,0,0,1,0,1
307,1958,66,PhD,Married,26300.0,0,0,2020-07-08,21,434,17,588,12,327,69,1447,1,5,6,9,9,0,0,0,0,0,0,0,0
308,1965,59,Graduation,Together,95000.0,0,1,2022-05-17,59,156,12,356,125,195,21,865,2,4,5,5,4,0,0,1,0,1,0,2,0
309,1962,62,Master,Together,105200.0,2,0,2021-07-20,85,228,51,449,42,61,52,883,2,6,6,9,7,0,0,1,0,0,0,1,0
310,1961,63,Graduation,Married,58300.0,0,1,2020-03-31,36,533,27,158,8,108,49,883,0,2,3,6,6,0,0,0,0,0,1,0,0
311,1979,45,Graduation,Married,89900.0,1,1,2020-01-08,38,223,13,302,29,33,98,698,2,3,1,7,8,0,0,0,1,0,0,1,0
312,1953,71,Graduation,Married,53300.0,0,0,2021-11-14,83,204,18,41,73,30,38,404,0,10,2,9,5,0,0,0,0,0,0,0,0
313,1986,38,Graduation,Single,47800.0,0,0,2020-09-24,73,944,20,69,33,9,89,1164,1,3,7,8,3,0,0,0,0,0,0,0,0
314,1978,46,Basic,Divorced,42600.0,0,1,2021-06-20,73,855,25,720,76,29,25,1730,0,4,2,4,4,0,0,0,0,0,0,0,0
315,1980,44,Master,Married,43100.0,1,0,2020-11-26,89,199,90,193,72,8,28,590,3,4,2,6,7,0,0,0,0,0,0,0,0
316,1963,61,PhD,Divorced,23800.0,1,0,2022-06-23,88,1122,55,1582,11,29,66,2865,5,0,3,6,6,0,0,0,0,0,0,0,0
317,1967,57,Graduation,Together,56800.0,1,0,2022-05-25,52,191,35,80,96,10,20,432,1,4,4,9,8,0,0,0,0,0,0,0,0
318,1953,71,Graduation,Married,49100.0,0,1,2020-01-20,27,2008,97,3594,107,13,29,5848,1,3,1,5,5,0,0,0,0,0,0,0,0
319,1963,61,Graduation,Married,71500.0,0,1,2020-08-17,76,618,21,4277,44,7,34,5001,1,5,2,5,5,0,0,1,0,0,0,1,0
320,1974,50,Graduation,Together,52300.0,0,2,2020-06-03,14,466,14,102,43,14,33,672,1,2,1,8,8,0,0,0,0,0,0,0,0
321,1983,41,PhD,Single,46300.0,0,1,2020-11-01,59,240,42,119,42,14,53,510,5,1,6,5,5,0,0,0,0,0,0,0,0
322,1956,68,PhD,Single,32900.0,1,0,2020-03-14,59,182,37,764,268,20,19,1290,2,4,6,5,7,0,0,0,0,0,0,0,0
323,1964,60,PhD,Married,51800.0,0,0,2022-01-26,5,69,8,110,66,131,100,484,1,2,3,5,10,0,0,0,0,0,0,0,0
324,1967,57,Graduation,Married,71300.0,1,0,2020-10-30,51,287,187,158,52,31,41,756,5,6,2,3,5,0,0,0,1,0,0,1,0
325,1953,71,2n Cycle,Together,28900.0,0,0,2022-05-30,11,323,9,81,71,92,75,651,2,6,4,3,5,0,0,0,0,1,0,1,1
326,1975,49,Master,Married,,0,0,2020-09-18,18,84,55,95,72,99,16,421,2,2,4,9,6,0,0,0,0,0,0,0,0
327,1961,63,PhD,Married,55900.0,0,0,2020-03-26,95,805,58,220,39,173,9,1304,5,6,2,3,4,0,0,0,0,0,0,0,0
328,1966,58,PhD,Married,35400.0,0,0,2021-09-23,74,284,3,136,10,11,141,585,3,7,4,8,5,0,0,0,0,0,1,0,0
329,1964,60,Graduation,Single,37700.0,1,0,2022-01-16,96,1191,38,30,46,9,61,1375,5,5,0,1,2,0,0,0,0,0,0,0,0
330,1960,64,Graduation,Divorced,55900.0,1,0,2020-03-22,1,194,223,969,86,28,92,1592,3,7,5,6,3,1,0,0,0,0,0,1,0
331,1968,56,Graduation,Together,29000.0,0,2,2022-01-02,54,1210,12,1150,57,9,217,2655,4,3,0,10,5,0,0,0,0,0,1,0,0
332,1966,58,Master,Divorced,59200.0,0,1,2021-03-06,14,240,7,338,26,25,22,658,2,4,2,7,3,0,0,0,0,0,0,0,0
333,1964,60,Graduation,Married,32500.0,1,2,2021-05-26,63,314,24,208,32,10,9,597,2,6,1,9,3,0,0,0,1,0,0,1,1
334,1960,64,Graduation,Together,83300.0,1,0,2020-07-29,99,466,54,98,144,13,154,929,2,6,2,10,8,0,0,0,0,0,0,0,0
335,1972,52,Graduation,Married,153600.0,1,0,2021-12-25,68,446,36,181,23,57,119,862,2,5,2,6,1,0,0,0,0,0,0,0,0
336,1987,37,Graduation,Together,33100.0,0,0,2022-04-12,14,452,10,631,17,307,170,1587,1,6,1,11,2,0,0,0,0,0,0,0,0
337,1970,54,Master,Widow,64600.0,0,0,2020-11-12,42,96,12,375,51,25,331,890,2,5,7,10,4,1,0,0,0,0,0,1,0
338,1979,45,PhD,Together,35300.0,2,0,2021-04-29,73,290,6,304,146,41,15,802,0,4,6,6,6,0,0,0,0,0,0,0,0
339,1953,71,Graduation,Married,82400.0,1,2,2020-11-28,16,358,9,347,401,36,147,1298,0,9,7,10,4,0,0,1,0,0,0,1,0
340,1970,54,Graduation,Single,27200.0,0,2,2020-12-28,97,54,18,608,120,28,35,863,3,1,6,3,3,1,0,0,0,0,1,1,1
341,1956,68,Graduation,Married,63000.0,1,0,2022-04-24,23,676,50,531,24,178,149,1608,3,5,3,4,5,0,0,0,0,0,1,0,0
342,1952,72,Graduation,Divorced,32900.0,1,0,2020-02-20,73,138,34,396,7,21,402,998,2,8,4,5,3,0,0,0,0,0,0,0,0
343,1960,64,Graduation,Together,45300.0,0,0,2021-01-02,29,899,39,131,424,4,51,1548,3,9,3,6,6,0,0,0,0,0,0,0,0
344,1982,42,Graduation,Together,30500.0,0,0,2021-11-11,66,358,61,1273,15,11,21,1739,1,6,3,10,5,0,0,0,0,0,0,0,0
345,1979,45,Graduation,Together,74200.0,0,0,2022-04-23,50,232,148,132,53,37,19,621,3,3,2,4,6,0,0,0,0,0,0,0,0
346,1971,53,PhD,Together,33500.0,0,0,2021-05-23,59,947,29,73,35,26,7,1117,0,6,4,4,2,0,0,0,0,0,0,0,0
347,1952,72,PhD,Married,65200.0,1,0,2021-06-30,2,1958,46,118,41,25,260,2448,5,5,1,3,5,0,0,0,0,0,0,0,0
348,1966,58,Graduation,Single,42400.0,0,0,2020-11-22,4,354,44,60,12,17,276,763,2,4,4,5,3,1,0,0,0,0,0,1,0
349,1972,52,Graduation,Married,47300.0,1,0,2020-08-09,27,1425,35,359,387,34,154,2394,1,4,0,3,3,0,0,1,0,0,0,1,0
350,1970,54,PhD,Single,53700.0,2,0,2022-02-22,77,299,31,191,18,395,38,972,0,5,0,5,1,0,0,0,0,0,0,0,0
351,1948,76,PhD,Single,34700.0,0,0,2020-03-20,10,907,32,662,49,20,117,1787,1,2,1,6,6,0,0,0,0,0,0,0,0
352,1959,65,Master,Single,55300.0,0,2,2022-08-21,71,253,202,36,27,454,71,1043,0,7,2,8,6,0,0,0,1,0,0,1,0
353,1968,56,PhD,Together,104300.0,1,0,2021-03-31,71,2375,176,271,95,59,26,3002,3,4,3,5,13,0,0,0,0,0,0,0,0
354,1974,50,Graduation,Together,34400.0,1,1,2021-02-12,75,1025,5,138,31,14,179,1392,2,7,0,6,6,0,0,0,0,0,0,0,0
355,1944,80,Graduation,Married,87800.0,1,1,2022-07-31,14,596,42,157,35,91,93,1014,1,5,2,9,10,0,0,0,0,0,1,0,0
356,1967,57,PhD,Single,102700.0,0,2,2021-12-17,82,119,35,103,164,10,121,552,2,6,3,7,5,0,0,0,0,0,0,0,0
357,1970,54,Graduation,Married,33800.0,0,1,2021-09-17,47,526,136,191,28,29,69,979,6,1,3,4,4,0,0,0,0,0,0,0,0
358,1978,46,PhD,Together,24900.0,1,1,2021-04-11,45,96,26,76,234,54,54,540,3,8,6,5,7,0,0,0,1,0,0,1,0
359,1976,48,2n Cycle,Married,57800.0,2,1,2021-04-01,27,502,41,1063,14,58,75,1753,2,4,1,7,2,0,0,0,0,0,1,0,0
360,1975,49,PhD,Married,38500.0,0,0,2020-02-18,6,1275,14,372,31,65,36,1793,0,1,1,6,6,1,0,0,0,0,0,1,0
361,1960,64,Graduation,Together,122600.0,1,0,2021-01-30,70,772,85,609,27,80,109,1682,5,3,2,6,10,0,0,0,0,0,0,0,0
362,1948,76,PhD,Married,50900.0,0,2,2022-03-27,93,829,9,45,44,44,464,1435,2,10,1,5,2,0,0,0,0,0,0,0,0
363,1964,60,Graduation,Single,34000.0,2,1,2021-11-03,81,229,20,498,9,71,81,908,0,3,2,5,1,0,0,0,0,0,0,0,0
364,1980,44,PhD,Married,28800.0,1,2,2021-07-24,87,78,8,443,85,15,171,800,1,3,3,9,4,0,0,0,0,0,1,0,0
365,1984,40,2n Cycle,Married,84400.0,0,1,2020-05-22,5,211,24,147,104,132,22,640,4,3,3,4,8,0,0,0,0,0,0,0,0
366,1976,48,Graduation,Together,38000.0,1,1,2021-07-25,57,243,15,151,266,18,121,814,3,2,6,4,3,0,0,0,0,0,1,0,0
367,1973,51,Basic,Married,51100.0,0,1,2021-12-20,67,345,81,76,117,125,88,832,2,4,2,8,9,0,0,0,0,0,1,0,0
368,1973,51,2n Cycle,Married,79100.0,0,1,2022-11-09,54,1307,26,157,119,33,171,1813,0,3,1,8,3,0,0,1,0,0,0,1,0
369,1962,62,Graduation,Single,39600.0,0,0,2022-03-29,66,714,184,347,94,39,31,1409,0,3,1,4,5,0,0,0,0,0,0,0,0
370,1967,57,Graduation,Married,48900.0,0,1,2021-11-09,48,3548,23,98,33,89,150,3941,0,4,4,6,6,0,0,0,0,0,1,0,0
371,1987,37,Graduation,Single,49600.0,0,1,2020-02-26,50,145,10,198,309,195,25,882,2,5,1,10,4,0,0,0,0,0,1,0,1
